Email_ID,Email_Text,Sender,Subject,Message_Length,Number_of_Links,Number_of_Special_Characters,Number_of_Capital_Letters,Label
EML04788,"Hello, Your subscription renewal is due soon, click here to manage your account. Thank you, Karthik Raj",admin@office-portal.com,Weekly Team Meeting Reminder,103,0,0,5,Ham
EML04789,"Hi John, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Best regards, Meera Pillai",hr@techsolutions.com,Minutes of the Meeting,108,0,1,10,Ham
EML04790,"URGENT: Your account requires immediate action verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Click here now: http://claim-your-prize-now.win/reward Time is running out, claim your reward TODAY.",winner@international-lottery.org,Your Refund Is Waiting,266,1,0,15,Spam
EML04791,"Your package could not be delivered a business proposal that may interest you, kindly review the attached document and share your thoughts. Click here now: http://claim-your-prize-now.win/reward 100% guaranteed, no risk involved!",no-reply@free-money-fast.biz,URGENT: Verify Your Account Now,229,1,2,2,Spam
EML04792,"Hey, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Best regards, Priya Sharma",team@workplace.net,Scheduled System Maintenance,145,0,0,6,Ham
EML04793,"Dear Sir/Madam, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Regards, Priya",admin@office-portal.com,Scheduled System Maintenance,150,0,0,7,Ham
EML04794,"You are our lucky visitor today an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! Hurry! Only a few",deals@discount-mega-sale.club,Exclusive Investment Opportunity,235,1,5,5,Spam
EML04795,"Hello, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in the conference room. Please come prepared. Thanks and regards, Divya Krishnan",support@onlinestore.com,Invoice for Last Month,163,0,0,8,Ham
EML04796,"Dear Sir/Madam, Don't miss our end of season sale, discounts available this week only. Kind regards, Ananya Iyer",manager@projectteam.org,Meeting Follow-up,112,0,0,7,Ham
EML04797,"Exclusive deal available for 24 hours only cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Reply immediately to http://job-offer-cash.click/apply with your bank details. Don't miss this once in a lifetime opportunity!",admin@account-verification.site,Work From Home - Earn $5000/Week,274,1,1,3,Spam
EML04798,"FINAL NOTICE regarding your payment a business proposal that may interest you, kindly review  the attached document and share your thoughts.",offers@luxury-deals-cheap.shop,FREE iPhone 15 Pro - Claim Now,140,0,0,11,Spam
EML04799,"Hello, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Sincerely, Arjun Menon",priya.sharma@company.com,Weekly Team Meeting Reminder,102,0,1,9,Ham
EML04800,"CONGRATULATIONS! You have been selected cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Order now at http://luxury-deals-cheap.shop/buy before stock runs",prizeteam@lottery-winners.win,Exclusive Investment Opportunity,210,1,1,17,Spam
EML04801,"Winner Notification: You have WON a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Download now: http://get-rich-quick.top/offer Time is running out, claim your reward TODAY.",no-reply@free-money-fast.biz,Your Refund Is Waiting,225,1,1,14,Spam
EML04802,URGENT: Your account requires immediate action we noticed unusual activity on your account and recommend confirming your details as a precaution.  This offer will not be repeated. Act NOW!!!,support@bank-security-alert.info,Limited Time Offer - 90% OFF,190,0,3,12,Spam
EML04803,"Good morning, I hope this email finds you well. I wanted to follow up on  the meeting we had last week regarding the project timeline. Warm regards, Divya Krishnan",professor.rao@college.edu,Weekly Team Meeting Reminder,163,0,0,6,Ham
EML04804,"Dear Manager, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Best regards, Ananya Iyer",noreply@shipping-service.com,Meeting Follow-up,168,0,0,9,Ham
EML04805,"Exclusive deal available for 24 hours only cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Visit http://free-money-fast.biz/claim to proceed immediately. Don't miss this once in a lifetime opportunity!",deals@discount-mega-sale.club,FREE iPhone 15 Pro - Claim Now,258,1,1,3,Spam
EML04806,"URGENT: Your account requires immediate action a refund of your recent purchase. Please confirm your credit card number and CVV to process  the refund. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! 100% guaranteed, no risk involved!",support@bank-security-alert.info,Limited Time Offer - 90% OFF,259,1,5,12,Spam
EML04807,Your package could not be delivered verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Visit http://free-money-fast.biz/claim to proceed immediately.,deals@discount-mega-sale.club,Limited Time Offer - 90% OFF,217,1,0,3,Spam
EML04808,"Dear Manager, Limited seats left for our upcoming webinar, register using the link below. Sincerely, Meera Pillai",hr@techsolutions.com,Your Order Has Been Shipped,113,0,0,6,Ham
EML04809,Winner Notification: You have WON a refund of your recent purchase. Please confirm your credit card number and CVV to process  the refund. Click here now: http://claim-your-prize-now.win/reward,winner@international-lottery.org,Exclusive Investment Opportunity,193,1,0,11,Spam
EML04810,"You are our lucky visitor today we noticed unusual activity on your account and recommend confirming your details as a precaution.  100% guaranteed, no risk involved!",hr@work-from-home-jobs.top,Congratulations Lucky Winner,166,0,2,1,Spam
EML04811,"Dear Customer, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Looking forward to your reply, Vikram Singh",rahul.verma@university.edu,Weekly Team Meeting Reminder,181,0,0,7,Ham
EML04812,"Dear Manager, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using  the order ID provided. Best regards, Vikram Singh",professor.rao@college.edu,Quarterly Report Attached,170,0,0,9,Ham
EML04813,"Hi John, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Sincerely, Suresh Kumar",support@onlinestore.com,Quarterly Report Attached,152,0,0,7,Ham
EML04814,You are our lucky visitor today your recent order requires additional verification before it can be processed further.,no-reply@free-money-fast.biz,FINAL NOTICE: Account Suspension,118,0,0,1,Spam
EML04815,"Good morning, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Warm regards, Meera Pillai",hr@techsolutions.com,Weekly Team Meeting Reminder,162,0,0,6,Ham
EML04816,"Exclusive deal available for 24 hours only an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Confirm here: http://account-alert-update.site/confirm",no-reply@free-money-fast.biz,FINAL NOTICE: Account Suspension,210,1,1,3,Spam
EML04817,"Dear Sir/Madam, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Thanks and regards, Sneha Nair",hr@techsolutions.com,Minutes of the Meeting,168,0,0,7,Ham
EML04818,"Limited Time Offer just for YOU a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Visit http://free-money-fast.biz/claim to proceed immediately. Time is running out, claim your reward TODAY.",no-reply@free-money-fast.biz,Claim Your FREE Reward Today,237,1,2,14,Spam
EML04819,"CONGRATULATIONS! You have been selected an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Visit http://free-money-fast.biz/claim to proceed immediately.",winner@international-lottery.org,Exclusive Investment Opportunity,215,1,2,18,Spam
EML04820,"Hey, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Best regards, Karthik Raj",team@workplace.net,Meeting Follow-up,153,0,0,6,Ham
EML04821,"FINAL NOTICE regarding your payment a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Call our toll-free hotline NOW or click http://winner-notification.club/claim Time is running out, claim your reward TODAY.",prizeteam@lottery-winners.win,FREE iPhone 15 Pro - Claim Now,277,1,1,22,Spam
EML04822,"Hello, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Thank you, Rahul Verma",support@onlinestore.com,Weekly Team Meeting Reminder,151,0,0,5,Ham
EML04823,Claim your FREE reward now a brand new iPhone 15 Pro absolutely free of cost. Click the link below to claim your prize before it expires! Visit http://free-money-fast.biz/claim to proceed immediately. Hurry! Only a few,winner@international-lottery.org,Congratulations Lucky Winner,218,1,2,11,Spam
EML04824,"Dear Customer, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Best regards, Karthik Raj",accounts@finance-services.com,Minutes of the Meeting,162,0,0,7,Ham
EML04825,"Good morning, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Looking forward to your reply, Rahul Verma",accounts@finance-services.com,Minutes of the Meeting,184,0,0,9,Ham
EML04826,"Hello, We have a special offer just for our newsletter subscribers this month. Kind regards, Priya Sharma",noreply@shipping-service.com,Invoice for Last Month,105,0,0,5,Ham
EML04827,"You are our lucky visitor today cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Reply immediately to http://job-offer-cash.click/apply with your bank details. Time is running out, claim your reward TODAY.",winner@international-lottery.org,FREE iPhone 15 Pro - Claim Now,261,1,0,8,Spam
EML04828,"Hello Everyone, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Warm regards, Priya Sharma",team@workplace.net,Weekly Team Meeting Reminder,164,0,0,7,Ham
EML04829,"You are our lucky visitor today a chance to win a brand new car by simply clicking  the link and filling out a short form with your details. Follow this link http://secure-bank-verify.info/login to verify. 100% guaranteed, no risk involved!",offers@luxury-deals-cheap.shop,Exclusive Investment Opportunity,240,1,2,2,Spam
EML04830,"Hello Everyone, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Best regards, Ananya Iyer",priya.sharma@company.com,Syllabus for Upcoming Semester,158,0,0,11,Ham
EML04831,"CONGRATULATIONS! You have been selected verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Follow this link http://secure-bank-verify.info/login to verify. Time is running out, claim your",admin@account-verification.site,Your Refund Is Waiting,255,1,1,19,Spam
EML04832,"Good morning, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using  the order ID provided. Thanks and regards, Divya Krishnan",professor.rao@college.edu,Meeting Follow-up,178,0,0,8,Ham
EML04833,"Your package could not be delivered a chance to win a brand new car by simply clicking  the link and filling out a short form with your details. Download now: http://get-rich-quick.top/offer 100% guaranteed, no risk involved!",deals@discount-mega-sale.club,Work From Home - Earn $5000/Week,225,1,2,2,Spam
EML04834,"Hello, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Regards, Arjun Menon",team@workplace.net,Weekly Team Meeting Reminder,144,0,0,10,Ham
EML04835,"Hello Everyone, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Warm regards, Vikram Singh",support@onlinestore.com,Weekly Team Meeting Reminder,159,0,0,11,Ham
EML04836,Winner Notification: You have WON access to premium software completely free. Download the attached file now to activate your license. Download now: http://get-rich-quick.top/offer,offers@luxury-deals-cheap.shop,Congratulations Lucky Winner,180,1,0,8,Spam
EML04837,"Winner Notification: You have WON our records show your subscription is about to expire, please update your payment information soon.  This offer will not be repeated. Act NOW!!!",deals@discount-mega-sale.club,FREE iPhone 15 Pro - Claim Now,178,0,3,11,Spam
EML04838,"Dear Manager, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Thanks and regards, Ananya Iyer",professor.rao@college.edu,Your Order Has Been Shipped,167,0,0,7,Ham
EML04839,"Hi Team, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Best regards, Meera",manager@projectteam.org,Meeting Follow-up,150,0,0,6,Ham
EML04840,"Dear Customer, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Kind regards, Suresh Kumar",accounts@finance-services.com,Minutes of the Meeting,160,0,0,7,Ham
EML04841,"URGENT: Your account requires immediate action a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Download now: http://get-rich-quick.top/offer This offer will not be repeated. Act NOW!!!",admin@account-verification.site,Your Refund Is Waiting,236,1,4,14,Spam
EML04842,"Hi Professor, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Warm regards, Divya Krishnan",manager@projectteam.org,Quarterly Report Attached,171,0,0,9,Ham
EML04843,"Dear Manager, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Kind regards, Rahul Verma",professor.rao@college.edu,Meeting Follow-up,167,0,0,10,Ham
EML04844,"You are our lucky visitor today a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Call our toll-free hotline NOW or click http://winner-notification.club/claim Don't miss this once in a lifetime opportunity!",hr@work-from-home-jobs.top,URGENT: Verify Your Account Now,275,1,2,7,Spam
EML04845,"Hi John, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Thanks and regards, Priya Sharma",accounts@finance-services.com,Appointment Confirmation,163,0,0,6,Ham
EML04846,"Claim your FREE reward now a business proposal that may interest you, kindly review  the attached document and share your thoughts.  Hurry! Only a few slots remaining!!!",support@bank-security-alert.info,FREE iPhone 15 Pro - Claim Now,169,0,4,7,Spam
EML04847,"Good morning, Limited seats left for our upcoming webinar, register using the link below. Thanks and regards, Sneha Nair",support@onlinestore.com,Scheduled System Maintenance,120,0,0,5,Ham
EML04848,"Hi John, Your subscription renewal is due soon, click here to manage your account. Best regards, Karthik Raj",team@workplace.net,Weekly Team Meeting Reminder,108,0,0,6,Ham
EML04849,"Dear Sir/Madam, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Thanks and regards, Meera Pillai",professor.rao@college.edu,Minutes of the Meeting,168,0,0,8,Ham
EML04850,"Hi Professor, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Regards, Vikram Singh",accounts@finance-services.com,Meeting Follow-up,163,0,0,7,Ham
EML04851,"Hello, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Kind regards, Suresh Kumar",support@onlinestore.com,Your Order Has Been Shipped,162,0,0,8,Ham
EML04852,"URGENT: Your account requires immediate action a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Reply immediately to http://job-offer-cash.click/apply with your bank details.",deals@discount-mega-sale.club,Congratulations Lucky Winner,225,1,1,9,Spam
EML04853,Claim your FREE reward now your recent order requires additional verification before it can be processed further. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! This offer will not be repeated. Act NOW!!!,offers@luxury-deals-cheap.shop,Your Refund Is Waiting,230,1,6,11,Spam
EML04854,"Hello Everyone, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Kind regards, Arjun Menon",noreply@shipping-service.com,Scheduled System Maintenance,164,0,0,7,Ham
EML04855,"Hello, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Best regards, Vikram Singh",priya.sharma@company.com,Appointment Confirmation,153,0,0,6,Ham
EML04856,"Hi Professor, Your subscription renewal is due soon, click here to manage your account. Kind regards, Divya Krishnan",professor.rao@college.edu,Invoice for Last Month,116,0,0,6,Ham
EML04857,"Dear Sir/Madam, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Warm regards, Vikram Singh",support@onlinestore.com,Your Order Has Been Shipped,156,0,0,8,Ham
EML04858,Winner Notification: You have WON your recent order requires additional verification before it can be processed further. Visit http://free-money-fast.biz/claim to proceed immediately. Don't miss this once in a lifetime opportunity!,admin@account-verification.site,Limited Time Offer - 90% OFF,231,1,1,8,Spam
EML04859,"You are our lucky visitor today a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Follow this link http://secure-bank-verify.info/login to verify. This offer will not be repeated. Act NOW!!!",admin@account-verification.site,Work From Home - Earn $5000/Week,240,1,4,8,Spam
EML04860,"Hi John, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Thanks and regards, Rahul Verma",hr@techsolutions.com,Project Timeline Update,160,0,0,7,Ham
EML04861,"Hello Everyone, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in the conference room. Please come prepared. Thank you,",manager@projectteam.org,Weekly Team Meeting Reminder,148,0,0,7,Ham
EML04862,"Limited Time Offer just for YOU a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Confirm here: http://account-alert-update.site/confirm Time is running out, claim your reward TODAY.",support@bank-security-alert.info,FINAL NOTICE: Account Suspension,236,1,0,17,Spam
EML04863,Claim your FREE reward now your recent order requires additional verification before it can be processed further. Visit http://free-money-fast.biz/claim to proceed immediately. Hurry! Only a few slots,offers@luxury-deals-cheap.shop,Claim Your FREE Reward Today,200,1,1,8,Spam
EML04864,"Hello Everyone, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Warm regards, Sneha Nair",support@onlinestore.com,Scheduled System Maintenance,172,0,0,7,Ham
EML04865,"Exclusive deal available for 24 hours only our records show your subscription is about to expire, please update your payment information soon.  Don't miss this once in a lifetime opportunity!",support@bank-security-alert.info,Work From Home - Earn $5000/Week,191,0,1,2,Spam
EML04866,"Exclusive deal available for 24 hours only a business proposal that may interest you, kindly review the attached document and share your thoughts.  This offer will not be repeated. Act NOW!!!",hr@work-from-home-jobs.top,Congratulations Lucky Winner,191,0,3,6,Spam
EML04867,"Exclusive deal available for 24 hours only cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Call our toll-free hotline NOW or click http://winner-notification.club/claim Time is running out, claim your reward TODAY.",deals@discount-mega-sale.club,FREE iPhone 15 Pro - Claim Now,271,1,0,11,Spam
EML04868,"Good morning, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in  the conference room. Please come prepared. Thank you, Divya Krishnan",accounts@finance-services.com,Weekly Team Meeting Reminder,162,0,0,8,Ham
EML04869,"Dear Sir/Madam, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Regards, Divya Krishnan",manager@projectteam.org,Syllabus for Upcoming Semester,153,0,0,8,Ham
EML04870,"Dear Customer, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Regards, Rahul Verma",priya.sharma@company.com,Quarterly Report Attached,157,0,0,6,Ham
EML04871,"Dear Sir/Madam, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Kind regards, Ananya Iyer",professor.rao@college.edu,Appointment Confirmation,170,0,0,10,Ham
EML04872,"Hey, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Best",professor.rao@college.edu,Minutes of the Meeting,82,0,1,7,Ham
EML04873,"Act now before it's too late our records show your subscription is about to expire, please update your payment information soon. Confirm here: http://account-alert-update.site/confirm Hurry! Only a few slots remaining!!!",deals@discount-mega-sale.club,URGENT: Verify Your Account Now,220,1,4,4,Spam
EML04874,"Hi John, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Kind regards, Sneha Nair",hr@techsolutions.com,Syllabus for Upcoming Semester,155,0,0,7,Ham
EML04875,"Dear Manager, I would like to schedule a call to discuss  the recent changes in the project scope. Please let me know your availability this week. Looking forward to your reply, Karthik Raj",team@workplace.net,Minutes of the Meeting,189,0,0,7,Ham
EML04876,"Hi Team, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Warm regards, Sneha Nair",priya.sharma@company.com,Meeting Follow-up,155,0,0,7,Ham
EML04877,"Dear Customer, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Warm regards, Ananya Iyer",noreply@shipping-service.com,Invoice for Last Month,162,0,0,7,Ham
EML04878,"Your package could not be delivered verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Confirm here: http://account-alert-update.site/confirm 100% guaranteed, no risk involved!",support@bank-security-alert.info,Congratulations Lucky Winner,244,1,2,3,Spam
EML04879,Winner Notification: You have WON a brand new iPhone 15 Pro absolutely free of cost. Click the link below to claim your prize before it expires! Call our toll-free hotline NOW or click http://winner-notification.club/claim,support@bank-security-alert.info,"You Have WON $1,000,000!!!",222,1,1,13,Spam
EML04880,"Good morning, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Best regards, Sneha Nair",professor.rao@college.edu,Minutes of the Meeting,170,0,0,6,Ham
EML04881,"Dear Customer, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Sincerely, Priya Sharma",accounts@finance-services.com,Weekly Team Meeting Reminder,166,0,0,7,Ham
EML04882,Limited Time Offer just for YOU we noticed unusual activity on your account and recommend confirming your details as a,prizeteam@lottery-winners.win,FINAL NOTICE: Account Suspension,118,0,0,6,Spam
EML04883,"You are our lucky visitor today a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! Hurry! Only a few slots remaining!!!",deals@discount-mega-sale.club,Claim Your FREE Reward Today,238,1,9,5,Spam
EML04884,"Dear Manager, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Thanks and regards, Ananya Iyer",noreply@shipping-service.com,Minutes of the Meeting,168,0,0,7,Ham
EML04885,FINAL NOTICE regarding your payment a chance to win a brand new car by simply clicking the link and filling out a short form with your details. Click here now: http://claim-your-prize-now.win/reward Don't miss this once in a lifetime opportunity!,offers@luxury-deals-cheap.shop,"You Have WON $1,000,000!!!",246,1,1,13,Spam
EML04886,"Hi Team, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Warm regards, Ananya Iyer",noreply@shipping-service.com,Meeting Follow-up,153,0,0,7,Ham
EML04887,You are our lucky visitor today your recent order requires additional verification before it can be processed further. Reply immediately to http://job-offer-cash.click/apply with your bank details. Hurry! Only a few slots remaining!!!,deals@discount-mega-sale.club,Limited Time Offer - 90% OFF,234,1,4,4,Spam
EML04888,"Your package could not be delivered a cash prize of $1,000,000 in our international lottery. Send your bank details to process the transfer immediately. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! Time is running out, claim your reward TODAY.",deals@discount-mega-sale.club,Work From Home - Earn $5000/Week,271,1,4,9,Spam
EML04889,URGENT: Your account requires immediate action access to premium software completely free. Download the attached file now to activate your license. Click here now: http://claim-your-prize-now.win/reward Hurry! Only a few slots remaining!!!,winner@international-lottery.org,Exclusive Investment Opportunity,239,1,4,11,Spam
EML04890,"Dear Customer, We have a special offer just for our newsletter subscribers this month. Thanks and regards, Vikram Singh",hr@techsolutions.com,Your Order Has Been Shipped,119,0,0,6,Ham
EML04891,"Your package could not be delivered a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Call our toll-free hotline NOW or click http://winner-notification.club/claim Time is running out, claim your reward TODAY.",admin@account-verification.site,Your Refund Is Waiting,256,1,2,12,Spam
EML04892,"Hi Professor, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Best regards, Rahul Verma",manager@projectteam.org,Weekly Team Meeting Reminder,153,0,0,7,Ham
EML04893,Act now before it's too late your recent order requires additional verification before it can be processed further.  Don't miss this once in a lifetime opportunity!,no-reply@free-money-fast.biz,Work From Home - Earn $5000/Week,164,0,1,2,Spam
EML04894,"Your package could not be delivered an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Confirm here: http://account-alert-update.site/confirm",winner@international-lottery.org,Work From Home - Earn $5000/Week,206,1,2,3,Spam
EML04895,"Good morning, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Warm regards, Ananya Iyer",admin@office-portal.com,Appointment Confirmation,168,0,0,8,Ham
EML04896,"Hi Team, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Kind regards, Ananya Iyer",rahul.verma@university.edu,Invoice for Last Month,157,0,0,7,Ham
EML04897,"Claim your FREE reward now an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Confirm here: http://account-alert-update.site/confirm Don't miss this once in a lifetime opportunity!",support@bank-security-alert.info,URGENT: Verify Your Account Now,245,1,3,8,Spam
EML04898,"Hi Team, Limited seats left for our upcoming webinar, register using the link below. Warm regards, Ananya Iyer",admin@office-portal.com,Weekly Team Meeting Reminder,110,0,0,6,Ham
EML04899,"Dear Manager, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Thanks and regards, Vikram Singh",team@workplace.net,Weekly Team Meeting Reminder,175,0,0,9,Ham
EML04900,"CONGRATULATIONS! You have been selected a cash prize of $1,000,000 in our international lottery. Send your bank details to process  the transfer immediately. Confirm here: http://account-alert-update.site/confirm This offer will not be repeated. Act NOW!!!",admin@account-verification.site,Claim Your FREE Reward Today,256,1,5,23,Spam
EML04901,"Hey, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Thanks and regards, Ananya Iyer",noreply@shipping-service.com,Quarterly Report Attached,158,0,0,5,Ham
EML04902,"Exclusive deal available for 24 hours only a cash prize of $1,000,000 in our international lottery. Send your bank details to process the transfer immediately. Click here now: http://claim-your-prize-now.win/reward",deals@discount-mega-sale.club,URGENT: Verify Your Account Now,214,1,1,3,Spam
EML04903,"Hi John, We have a special offer just for our newsletter subscribers this month. Warm regards, Rahul Verma",admin@office-portal.com,Invoice for Last Month,106,0,0,6,Ham
EML04904,"Good morning, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Warm regards, Ananya Iyer",admin@office-portal.com,Your Order Has Been Shipped,159,0,0,6,Ham
EML04905,"Hi Professor, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Kind regards, Vikram Singh",team@workplace.net,Meeting Follow-up,159,0,0,7,Ham
EML04906,"URGENT: Your account requires immediate action our records show your subscription is about to expire, please update your payment information soon. Download now: http://get-rich-quick.top/offer 100% guaranteed, no risk involved!",hr@work-from-home-jobs.top,Your Refund Is Waiting,227,1,2,8,Spam
EML04907,"Hi Professor, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Warm regards, Arjun Menon",admin@office-portal.com,Meeting Follow-up,167,0,0,7,Ham
EML04908,"Exclusive deal available for 24 hours only a business proposal that may interest you, kindly review the attached document and share your thoughts. Visit http://free-money-fast.biz/claim to proceed immediately. This offer will not be repeated. Act NOW!!!",hr@work-from-home-jobs.top,Limited Time Offer - 90% OFF,253,1,3,7,Spam
EML04909,"Good morning, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Sincerely, Arjun Menon",manager@projectteam.org,Quarterly Report Attached,153,0,0,10,Ham
EML04910,"Dear Customer, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Looking forward to your reply, Rahul Verma",professor.rao@college.edu,Weekly Team Meeting Reminder,185,0,0,10,Ham
EML04911,"Hey, Your subscription renewal is due soon, click here to manage your account. Thank you, Karthik Raj",noreply@shipping-service.com,Quarterly Report Attached,101,0,0,5,Ham
EML04912,Exclusive deal available for 24 hours only a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Reply immediately to http://job-offer-cash.click/apply with your bank details. This offer will not be repeated. Act NOW!!!,prizeteam@lottery-winners.win,Your Refund Is Waiting,269,1,3,11,Spam
EML04913,"Exclusive deal available for 24 hours only an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Visit http://free-money-fast.biz/claim to proceed immediately.",winner@international-lottery.org,Your Refund Is Waiting,218,1,1,3,Spam
EML04914,"Hello Everyone, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Regards, Divya",professor.rao@college.edu,Quarterly Report Attached,158,0,0,6,Ham
EML04915,"URGENT: Your account requires immediate action a cash prize of $1,000,000 in our international lottery. Send your bank details to process the transfer immediately. Confirm here: http://account-alert-update.site/confirm 100% guaranteed, no risk involved!",winner@international-lottery.org,Work From Home - Earn $5000/Week,253,1,3,9,Spam
EML04916,"Dear Sir/Madam, I hope this email finds you well. I wanted to follow up on  the meeting we had last week regarding the project timeline. Best regards, Ananya Iyer",rahul.verma@university.edu,Meeting Follow-up,162,0,0,8,Ham
EML04917,"FINAL NOTICE regarding your payment a business proposal that may interest you, kindly review the attached document and share your thoughts. Download now: http://get-rich-quick.top/offer Time is running out, claim your reward TODAY.",prizeteam@lottery-winners.win,Limited Time Offer - 90% OFF,231,1,0,18,Spam
